med_name,med_code,image_url,price,dosage_form,active_ingredient,unit,stock_quantity,is_active
Reconval K1,MED-00980,https://trungtamthuoc.com/images/products/130x130/reconval-k1-2-c1355.jpg,1.550.000₫,Kem bôi da,"Urea, Vaseline, Vitamin K1, Cetyl Alcohol, Allantoin, Phenoxyethanol",hộp,49,true
VT-Proloc Plus,MED-00981,https://trungtamthuoc.com/images/products/130x130/vt-proloc-plus-1-v8446.jpg,65.000₫,Kem bôi da,"Curcumin, Vaseline",hộp,53,true
Bebble Body Milk 200ml,MED-00982,https://trungtamthuoc.com/images/products/130x130/bebble-body-milk-200ml-1-h3525.jpg,365.000₫,Dung dịch,Glycerol (Glycerin),hộp,72,true
Adaferin 0.1%,MED-00983,https://trungtamthuoc.com/images/products/130x130/adaferin-1-k4013.jpg,250212,Gel bôi ngoài da,Adapalene,hộp,198,true
Demovat extra,MED-00984,https://trungtamthuoc.com/images/products/130x130/demovat-extra-1-v8151.jpg,75.000₫,Kem bôi da,"Glycerol (Glycerin), Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), Allantoin, Nano Bạc",hộp,60,true
Viên Uống Placenta 50000mg,MED-00985,https://trungtamthuoc.com/images/products/130x130/placenta-50000mg-10-b0385.jpg,950.000₫,Viên nang,Collagen,hộp,159,true
Sáp ấm Cỏ Mềm,MED-00986,https://trungtamthuoc.com/images/products/130x130/sap-giu-am-co-mem-j4262.jpg,298787,Sáp bôi,,hộp,122,true
Kem Nẻ và Giữ Ấm Babycoccole,MED-00987,https://trungtamthuoc.com/images/products/130x130/kem-ne-va-giu-am-babycoccole-k4655.jpg,200110,Kem bôi,"Glycerol (Glycerin), Vitamin E (Alpha Tocopherol)",hộp,112,true
Kem bôi ấm ngực Pigeon Nhật Bản,MED-00988,https://trungtamthuoc.com/images/products/130x130/kem-boi-am-nguc-pigeon-nhat-ban-e1120.jpg,179646,Kem bôi,,hộp,145,true
Sáp giữ ấm Gamkids,MED-00989,https://trungtamthuoc.com/images/products/130x130/sap-giu-am-gamkids-p6681.jpg,188921,Sáp bôi,,hộp,175,true
Candiderm Cream,MED-00990,https://trungtamthuoc.com/images/products/130x130/candiderm-cream-1-u8883.jpg,129517,Kem bôi da,"Clotrimazol, Gentamicin, Beclomethason",hộp,77,true
Miếng dán thải độc chân To-Plan Kenko,MED-00991,https://trungtamthuoc.com/images/products/130x130/mieng-dan-thai-doc-chan-to-plan-kenko-1-j3838.jpg,197513,dạng bột,"Acid Glycolic (AHA), Chitosan, Dextrin",hộp,191,true
Collagen Sakura,MED-00992,https://trungtamthuoc.com/images/products/130x130/collagen-sakura-2-n5328.jpg,233050,viên nang,"Collagen, Glutathione, Retinol (Vitamin A), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Carnitine (Levocarnitine tartrate), Acid hyaluronic",hộp,36,true
Viên uống Collagen Sáng Hồng Da Coco,MED-00993,https://trungtamthuoc.com/images/products/130x130/vien-uong-collagen-sang-hong-da-coco-8-f2146.jpg,268634,Viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Coenzym Q10 (Ubidecarenone), Collagen, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Pregnenolone",hộp,82,true
URIAGE XÉMOSE Anti-Itch Soothing Oil Balm 200ml,MED-00994,https://trungtamthuoc.com/images/products/130x130/uriage-xemose-anti-itch-soothing-balm-2-v8502.jpg,450.000₫,Kem,"Acarbose, Chlorphenesin Carbamat, Glycerol (Glycerin), Vitamin E (Alpha Tocopherol), Xanthan Gum , Asiaticoside (Acid Asiatic), Phytosphingosine, Hydrogenated Polydecene",tuýp,42,true
Anson Antimicrobial Silver Gel,MED-00995,https://trungtamthuoc.com/images/products/130x130/anson-antimicrobial-silver-1-e1054.jpg,195.000₫,Gel bôi da,Nano Bạc,tuýp,147,true
Intimate Hygiene Spray emPura 150ml,MED-00996,https://trungtamthuoc.com/images/products/130x130/intimate-hygiene-spray-empura-1-g2586.jpg,104480,Dung dịch xịt,Nước,hộp,11,true
Vitamin E 500 I.U Collagen + C,MED-00997,https://trungtamthuoc.com/images/products/130x130/vitamin-e-500-i-u-collagen-c-3-c0446.jpg,300.000₫,Viên nang mềm,"Collagen, Isoflavone, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol)",hộp,122,true
Condition Woman,MED-00998,https://trungtamthuoc.com/images/products/130x130/condition-woman-4-b0854.jpg,293786,Viên uống,"Collagen, Vitamin E (Alpha Tocopherol), Acid hyaluronic",hộp,77,true
Glutathione 2000mg Đại Phú Tiến,MED-00999,https://trungtamthuoc.com/images/products/130x130/glutathione-2000mg-dai-phu-tien-3-c1403.jpg,218120,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Glutathione, Kẽm, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Selen",hộp,105,true
NMN Arg Liquid 12000,MED-01000,https://trungtamthuoc.com/images/products/130x130/nmn-arg-liquid-12000-p6303.jpg,259771,Dung dịch uống,"Coenzym Q10 (Ubidecarenone), Glucosamine, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B12 (Cyanocobalamin, Mecobalamin), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), L-Arginine, Acid Lactic, Hesperidin, Nicotinamide mononucleotide (NMN)",hộp,80,true
Retinol Myvitamins Beauty (Lọ 30 viên nang),MED-01001,https://trungtamthuoc.com/images/products/130x130/retinol-myvitamins-beauty-7-c1812.jpg,212824,Viên nang,Retinol (Vitamin A),lọ,124,true
Zaryn Cream 15g,MED-01002,https://trungtamthuoc.com/images/products/130x130/zarin-cream-15g-1-l4732.jpg,65.000₫,Kem bôi da,Miconazole,hộp,70,true
Viên uống sáng da Glow Premium,MED-01003,https://trungtamthuoc.com/images/products/130x130/glow-premium-1-t7587.jpg,225.000₫,Viên nang,"Collagen, Curcumin, Glutathione, Vitamin C (Acid Ascorbic), L-Cystine, Acid hyaluronic",hộp,20,true
Kem Bôi Bạc Hisu,MED-01004,https://trungtamthuoc.com/images/products/130x130/kem-boi-bac-hisu-1-n5502.jpg,167190,Kem bôi da,"Chitosan, Vaseline, Kẽm Oxyd (Zinc Oxide), Allantoin, Nano Bạc , Acid Stearic",hộp,37,true
Collagen Lemona,MED-01005,https://trungtamthuoc.com/images/products/130x130/collagen-lemona-3-h2121.jpg,208422,dạng bột,"Collagen, Vitamin C (Acid Ascorbic), Acid hyaluronic",hộp,92,true
Clindamycin and Benzoyl Peroxide Gel Peroclin 5%,MED-01006,https://trungtamthuoc.com/images/products/130x130/clindamycin-and-benzoyl-peroxide-gel-peroclin-5-1-p6233.jpg,246837,Gel,"Benzoyl Peroxide, Clindamycin",hộp,189,true
"Tacrolimus 0,1% VCP",MED-01007,https://trungtamthuoc.com/images/products/130x130/tacrolimus-01-vcp-1-r7760.jpg,123977,Mỡ bôi da,Tacrolimus,hộp,168,true
Collagen Glow Swisse (Hộp 60 viên),MED-01008,https://trungtamthuoc.com/images/products/130x130/collagen-glow-swisse-8-q6301.jpg,203354,Viên nén,"Coenzym Q10 (Ubidecarenone), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Đồng, Collagen Hydrolyzed",hộp,51,true
Procystine (Lọ),MED-01009,https://trungtamthuoc.com/images/products/130x130/procystine-6-c0073.jpg,278979,Viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Vitamin C (Acid Ascorbic), Zinc Gluconate (Kẽm Gluconat), L-Cystine, GOS ( Galacto-oligosaccharides), Lactobacillus Paracasei, Lactobacillus Acidophilus",hộp,148,true
SpringLeaf Inner Beauty Collagen 6-In-1,MED-01010,https://trungtamthuoc.com/images/products/130x130/springleaf-inner-beauty-collagen-6-in-1-1-b0077.jpg,174005,Viên nang,"Lysine, Kẽm bisglicynate, Collagen Hydrolyzed",lọ,188,true
Shiseido Pure White (Dạng viên),MED-01011,https://trungtamthuoc.com/images/products/130x130/shiseido-pure-white-2-b0656.jpg,109965,Viên nang,"Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Lipid, Natri , Carbohydrate",hộp,166,true
HM Medical NMN 12000+ Aishodo,MED-01012,https://trungtamthuoc.com/images/products/130x130/hm-medical-nmn-12000-aishodo-1-u8336.jpg,144699,Viên nang cứng,"Coenzym Q10 (Ubidecarenone), Acid hyaluronic",hộp,129,true
"Blackmores Nails, Hair and Skin",MED-01013,https://trungtamthuoc.com/images/products/130x130/blackmores-nails-hair-skin-1-t7077.jpg,193518,Viên nén,"Acid Folic (Vitamin B9), Biotin (Vitamin H, Vitamin B7, Vitamin B8), Kẽm, Acid Pantothenic (Vitamin B5)",lọ,188,true
A313 Cosmetic Cream,MED-01014,https://trungtamthuoc.com/images/products/130x130/a313-cosmetic-cream-1-h3425.jpg,271555,Kem bôi da,Retinol (Vitamin A),hộp,178,true
Cosmeheal Healthy White EfferGlow,MED-01015,https://trungtamthuoc.com/images/products/130x130/cosmeheal-healthy-white-efferglow-1-q6364.jpg,111172,Viên sủi,"Acid Alpha Lipoic (ALA; Acid Thioctic), Coenzym Q10 (Ubidecarenone), Glutathione, Vitamin C (Acid Ascorbic), Cysteine",hộp,37,true
Mibiti Prudente NuWhite N1 5ml,MED-01016,https://trungtamthuoc.com/images/products/130x130/mibiti-prudente-nuwhite-n1-4-m5814.jpg,217047,Kem bôi ngoài da,"Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Retinol (Vitamin A), Acid Pantothenic (Vitamin B5), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Arbutin",hộp,124,true
Vitamin E Zentiva 200,MED-01017,https://trungtamthuoc.com/images/products/130x130/vitamin-e-zentiva-200-1-f2465.jpg,127868,Viên nang mềm,,hộp,73,true
Vital Beautie Super Collagen,MED-01018,https://trungtamthuoc.com/images/products/130x130/vital-beautie-super-collagen-1-r7156.jpg,143855,Dung dịch uống,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Vitamin C (Acid Ascorbic), Elastin, Acid hyaluronic",hộp,114,true
Glutathione OneDay Collagen Angel's Liquid,MED-01019,https://trungtamthuoc.com/images/products/130x130/oneday-collagen-angels-liquid-1-k4474.jpg,122035,viên uống,"Collagen , Glutathione , Vitamin C (Acid Ascorbic)",hộp,104,true
Vital Proteins Collagen Peptides Unflavored,MED-01020,https://trungtamthuoc.com/images/products/130x130/vital-proteins-collagen-peptides-unflavored-1-u8507.jpg,136770,Bột pha uống,Collagen,hộp,129,true
Genie DNA Acipenser Bio Ampoule 360 7 day Miracle,MED-01021,https://trungtamthuoc.com/images/products/130x130/genie-dna-acipenser-bio-ampoule-360-7day-miracle-5-j4476.jpg,165944,Serum,"DNA, Peptide",hộp,150,true
Beauty Collagen Booster,MED-01022,https://trungtamthuoc.com/images/products/130x130/beauty-collagen-booste-1-o5143.jpg,272156,viên nén,"Biotin (Vitamin H, Vitamin B7, Vitamin B8) , Vitamin C (Acid Ascorbic) , Resveratrol , Collagen Hydrolyzed",hộp,195,true
Collagen & Placenta 5 in 1,MED-01023,https://trungtamthuoc.com/images/products/130x130/collagen-placenta-5-in-1-1-g2146.jpg,218159,Viên nén,"Collagen, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol)",hộp,109,true
Collagen 82X 120000 Sakura Premium,MED-01024,https://trungtamthuoc.com/images/products/130x130/collagen-82x-120000-sakura-premium-1-g2740.jpg,129892,Dung dịch uống,"Collagen, Glucosamine, Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin E (Alpha Tocopherol), Acid hyaluronic",chai,88,true
Innerb Aqua Rich DoubleUp,MED-01025,https://trungtamthuoc.com/images/products/130x130/innerb-aqua-rich-doubleup-1-a0818.jpg,157791,Viên nang,"Collagen, Elastin, Acid hyaluronic",hộp,36,true
ReFa 16 Collagen Enrich,MED-01026,https://trungtamthuoc.com/images/products/130x130/refa-16-collagen-enrich-1-a0287.jpg,249991,Dung dịch uống,"Collagen, Vitamin B12 (Cyanocobalamin, Mecobalamin), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Ceramide, Acid hyaluronic",chai,10,true
Biovea Collagen 750mg,MED-01027,https://trungtamthuoc.com/images/products/130x130/biovea-collagen-750mg-1-e1203.jpg,152623,Viên nang,Collagen,hộp,94,true
UV Fine Japan,MED-01028,https://trungtamthuoc.com/images/products/130x130/uv-fine-japan-6-u8857.jpg,257467,Viên nang,"Vitamin E (Alpha Tocopherol), Lipid, Protein, Carbohydrate",hộp,99,true
Viên sáng da White EX,MED-01029,https://trungtamthuoc.com/images/products/130x130/white-ex-1-o5086.jpg,167130,Viên nén,"Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine",hộp,189,true
Natrol Biotin Beauty 5000mcg Extra Strength,MED-01030,https://trungtamthuoc.com/images/products/130x130/natrol-biotin-beauty-5000mcg-extra-strength-1-s7150.jpg,190781,Viên nén,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Xylitol, Citric Acid, Acid Stearic",hộp,95,true
Melsmon Platinum Liquid Placenta,MED-01031,https://trungtamthuoc.com/images/products/130x130/melsmon-platinum-liquid-placenta-1-n5463.jpg,199780,Dung dịch uống,Acid hyaluronic,hộp,97,true
Collagen DHC (90 viên),MED-01032,https://trungtamthuoc.com/images/products/130x130/collagen-dhc-2-v8824.jpg,130835,Viên nang,"Collagen, Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin)",hộp,21,true
Transino EX,MED-01033,https://trungtamthuoc.com/images/products/130x130/transino-ex-1-b0426.jpg,1.600.000₫,Viên nén,"Acid Tranexamic, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Cysteine, Calcium Pantothenate (Calcium D - Pantothenate)",hộp,31,true
Super Collagen + Vitamin C & Biotin Neocell,MED-01034,https://trungtamthuoc.com/images/products/130x130/super-collagen-vitamin-c-biotin-1-v8662.jpg,183286,Viên nén,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Vitamin C (Acid Ascorbic)",hộp,103,true
The Collagen Shiseido,MED-01035,https://trungtamthuoc.com/images/products/130x130/the-collagen-shiseido-u8841.jpg,114241,Dung dịch,"Collagen, Vitamin C (Acid Ascorbic), Ceramide, Acid hyaluronic",hộp,95,true
Liquid Collagen One-Per-Day Drink Mix,MED-01036,https://trungtamthuoc.com/images/products/130x130/liquid-collagen-one-per-day-drink-mix-6-i3072.jpg,142529,Dung dịch,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Retinol (Vitamin A), Vitamin B1 (Thiamine), Vitamin B12 (Cyanocobalamin, Mecobalamin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin E (Alpha Tocopherol)",hộp,181,true
Vida Cream,MED-01037,https://trungtamthuoc.com/images/products/130x130/vida-cream-3-p6707.jpg,127695,Kem bôi ngoài da,"Acid Salicylic (BHA), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vaseline, Vitamin E (Alpha Tocopherol), Kẽm Oxyd (Zinc Oxide), Tetrahydrocurcumin",hộp,31,true
Collagen Tươi Tổ Yến + NMN,MED-01038,https://trungtamthuoc.com/images/products/130x130/collagen-tuoi-to-yen-nmn-3-h2557.jpg,169277,Viên nang mềm,"Collagen, Acid hyaluronic",hộp,164,true
82X The Pink Collagen (Hộp 10 chai),MED-01039,https://trungtamthuoc.com/images/products/130x130/82x-the-pink-collagen-1-u8376.jpg,195720,Dung dịch,"Collagen, Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Citric Acid, Acid hyaluronic",hộp,119,true
Collagen lựu đỏ Bio Cell,MED-01040,https://trungtamthuoc.com/images/products/130x130/collagen-luu-do-bio-cell-2-s7582.jpg,264899,Bột pha uống,"Collagen, Lactobacillus, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol)",hộp,24,true
Inner Gram Vita Collagen,MED-01041,https://trungtamthuoc.com/images/products/130x130/inner-gram-vita-collagen-1-q6845.jpg,249326,Viên,"Collagen, Retinol (Vitamin A), Vitamin D (Alfacalcidol), Vitamin E (Alpha Tocopherol), Acid hyaluronic",hộp,30,true
Viên uống sáng đẹp da TWhite,MED-01042,https://trungtamthuoc.com/images/products/130x130/vien-uong-sang-dep-da-twhite-1-m5751.jpg,151454,Viên nang cứng,"Collagen, L-Glutathione, L-Cystine",hộp,77,true
Dermabion,MED-01043,https://trungtamthuoc.com/images/products/130x130/thuoc-dermabion-1-f2708.jpg,206457,Kem bôi ngoài da,"Clindamycin, Dexamethasone",hộp,131,true
Sắc Bảo Ngọc,MED-01044,https://trungtamthuoc.com/images/products/130x130/sac-bao-ngoc-1-t8144.jpg,264052,Viên nén,"Collagen, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), α-Linolenic acid (ALA)",hộp,154,true
Hebora Collagen Enrich,MED-01045,https://trungtamthuoc.com/images/products/130x130/hebora-collagen-enrich-1-d1511.jpg,270426,Dung dịch uống,"Collagen, Vitamin C (Acid Ascorbic), Elastin, Acid hyaluronic",chai,126,true
Collagen Gold Menard,MED-01046,https://trungtamthuoc.com/images/products/130x130/collagen-gold-menard-7-g2806.jpg,258234,Dung dịch,"Collagen, Glucosamine",hộp,30,true
NMN 25600+ Premium,MED-01047,https://trungtamthuoc.com/images/products/130x130/nmn-premium-25600-1-h3450.jpg,249922,viên nang cứng,"Collagen, Astaxanthin, Pyrroloquinoline Quinone (PQQ), Nicotinamide mononucleotide (NMN), 5-Amino Levulinic Acid (5-ALA)",hộp,29,true
Premium NMN 18000 Samsung Pharm,MED-01048,https://trungtamthuoc.com/images/products/130x130/samsung-pharm-premium-nmn-18000mg-1-k4514.jpg,160516,viên uống,"Coenzym Q10 (Ubidecarenone), Collagen, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Elastin, Nicotinamide mononucleotide (NMN)",hộp,64,true
VMK Collagen Beauty Liquid,MED-01049,https://trungtamthuoc.com/images/products/130x130/vmk-collagen-beauty-liquid-6-b0421.jpg,675.000₫,Dung dịch,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, L-Glutathione, Vitamin C (Acid Ascorbic), Acid hyaluronic",hộp,180,true
Ban Thốc Khang,MED-01050,https://trungtamthuoc.com/images/products/130x130/ban-thoc-khang-1-f2223.jpg,195582,Viên nang cứng,,hộp,49,true
Accness TM,MED-01051,https://trungtamthuoc.com/images/products/130x130/accness-tm-1-e1661.jpg,280788,Viên nang cứng,,hộp,160,true
Eva Gluta-E,MED-01052,https://trungtamthuoc.com/images/products/130x130/eva-gluta-e-1-s7522.jpg,158485,viên nang mềm,"Collagen, Isoflavone, L-Glutathione, Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Lecithin, Selen",hộp,200,true
Delfina,MED-01053,https://trungtamthuoc.com/images/products/130x130/delfina-1-n5153.jpg,194421,Viên nén bao phim,,hộp,182,true
Okuskin gel 30g,MED-01054,https://trungtamthuoc.com/images/products/130x130/okuskin-gel-30-g-1-r7867.jpg,109504,gel bôi,"Natri Hyaluronate, Vitamin E (Alpha Tocopherol), Nước, Elastin",tuýp,43,true
Golden Collagen,MED-01055,https://trungtamthuoc.com/images/products/130x130/golden-collagen-1-b0504.jpg,164223,Viên nang mềm,"Arginine, Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Curcumin, Glutathione, Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat), Selen",hộp,155,true
Mega Beauty Collagen Hotchland,MED-01056,https://trungtamthuoc.com/images/products/130x130/mega-beauty-collagen-i3705.jpg,158776,Viên uống,"Acid Alpha Lipoic (ALA; Acid Thioctic), Biotin (Vitamin H, Vitamin B7, Vitamin B8), Vitamin C (Acid Ascorbic), Collagen Hydrolyzed, Acid hyaluronic",lọ,24,true
Kem Thảo Dược Tamy,MED-01057,https://trungtamthuoc.com/images/products/130x130/kem-thao-duoc-tamy-1-k4333.jpg,130240,Kem bôi da,Glycerol (Glycerin),hộp,38,true
Natural E Robinson,MED-01058,https://trungtamthuoc.com/images/products/130x130/natural-e-1-k4537.jpg,269394,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,101,true
Nước Uống Làm Đẹp Adiva Gold,MED-01059,https://trungtamthuoc.com/images/products/130x130/nuoc-uong-lam-dep-adiva-gold-2-r7553.jpg,188780,Dung dịch uống,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Coenzym Q10 (Ubidecarenone), Collagen, Kẽm, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B12 (Cyanocobalamin, Mecobalamin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin D3 (Cholecalciferol, Calcitriol), Ceramide, Magie, Gamma-Aminobutyric Acid (GABA), Theanine",hộp,180,true
Nước tắm gội thảo dược Ích Nhi,MED-01060,https://trungtamthuoc.com/images/products/130x130/nuoc-tam-goi-thao-duoc-ich-nhi-1-e1251.jpg,271717,Dung dịch tắm gội,"Betaine, Acid Lactic, Lactoserum Atomisat",hộp,144,true
Tâm hoa đán,MED-01061,https://trungtamthuoc.com/images/products/130x130/tam-hoa-dan-1-l4254.jpg,212714,bột pha uống,"Collagen, L-Glutathione, Chlorophyll, Acid hyaluronic",hộp,155,true
Oreful 80mg,MED-01062,https://trungtamthuoc.com/images/products/130x130/oreful-80mg-0-b0403.jpg,232349,Viên nang mềm,"Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol)",hộp,131,true
Xịt vết thương Santago,MED-01063,https://trungtamthuoc.com/images/products/130x130/xit-vet-thuong-santago-2-l4365.jpg,122885,dạng xịt,Nano Bạc,hộp,25,true
Dr. Beautin Super White,MED-01064,https://trungtamthuoc.com/images/products/130x130/dr-beautin-super-white-1-u8322.jpg,113941,Viên nang mềm,"Acid Alpha Lipoic (ALA; Acid Thioctic), Glutathione, Nano Curcumin, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin C (Acid Ascorbic), Vitamin D (Alfacalcidol), L-Cystine",hộp,43,true
